Zip, School, Rating
17104,Scott School,1
17104,Math Science Academy @ Benjamin Franklin School,7
17025,Shaull El School,7
17025,East Pennsboro El School,6
17025,East Pennsboro Area Senior High School,6
17025,East Pennsboro Area Middle School,6
17070,Hillside El School,6
17070,New Cumberland Middle School,5
17070,Fairview El School,7
17070,St Theresa Elementary School,4
17033,Hershey Primary El School,7
17033,Hershey High School,9
17033,Hershey Middle School,8
17033,Hershey Intrmd El School,6
17033,South Hanover El School,7
17033,St Joan Of Arc Elementary School,4
17033,Milton Hershey School,4
17033,Cclc At Hershey,4
17033,Hershey Early Childhood Center,4
17033,The Vista School,Hershey
17033,Tender Years,PA
17033,Kindercare Learning Center,Hershey
17103,Downey School,1
17103,Harrisburg High School,2
17103,St Margaret Mary School,3
17103,Hillside Seventh-Day Adventist School,Harrisburg
17103,Keystone Math & Science Academy,Harrisburg
17103,Infinity Cs,8
17103,Wordsworth Academy,5
17103,Premier Arts And Science Charter School,1
17241,Oak Flat El School,7
17241,Newville El School,6
17241,Big Spring High School,4
17241,Big Spring Middle School,5
17241,Berean Christian Day School,PA
17241,Rocky View School Parochial,Newville
17241,South Mountain Parochial School,PA
17241,Quarry Hill School,Newville
17241,Hickory Lane School,PA
17241,Mount Rock Parochial School,PA
17241,South Mountain Parochial School,PA
17241,South Mountain View School,PA
17241,Mount Rock Elementary School,6
17241,Rocky View Parochial School,PA
17241,Yellow Breeches Educational Center-Frankford,PA
17113,Swatara Middle School,4
17113,Tri-Community El School,3
17113,Steelton-Highspire El School,1
17113,Steelton-Highspire High School,2
17113,Prince of Peace School,Steelton
17102,Hamilton School,Harrisburg
06010,Chippens Hill Middle School,4
06010,Bristol Central High School,3
06010,Bristol Eastern High School,5
06010,Clara T. O'connell School,5
06010,Clarence A. Bingham School,Bristol
06010,Edgewood School,4
06010,Ellen P. Hubbell School,5
06010,Greene-Hills School,4
06010,Ivy Drive School,6
06010,John J. Jennings School,3
06010,Memorial Boulevard Middle School,5
06010,Mountain View School,4
06010,Northeast Middle School,6
06010,South Side School,5
06010,Stafford School,4
06010,St. Paul Catholic High School,4
06010,St Matthew School,5
06010,St Joseph School,5
06010,St Anthony School,4
06010,Immanuel Lutheran School,4
06010,Heritage Christian School,Bristol
06010,Alternative Special Education Program (Asep),Bristol
06010,West Bristol School,Bristol
06457,Vinal Technical High School,4
06457,Riverview Hospital,Middletown
06457,Bielefield School,3
06457,Farm Hill School,4
06457,Keigwin Middle School,4
06457,Lawrence School,6
06457,Macdonough School,2
06457,Woodrow Wilson Middle School,3
06457,Moody School,6
06457,Snow School,5
06457,Spencer School,4
06457,Wesley School,6
06457,Middletown High School,5
06457,Mercy High School,4
06457,St John School,4
06457,St Mary School,5
06457,St. Sebastian School,Middletown
06457,Xavier High School,4
06457,The Academy at Middlesex Hospi,CT
06457,Roadside Academy,5
06457,Connecticut Valley Hospital - Whiting Forensic Div,Middletown
06457,Deal Program,CT
06457,Transition To Life Center,Middletown
06082,Thomas G. Alcorn School,Enfield
06082,Edgar H. Parkman School,4
06082,Eli Whitney School,5
06082,Enfield High School,4
06082,Enfield Street School,5
06082,Enrico Fermi High School,6
06082,Harriet Beecher Stowe School,CT
06082,Hazardville Memorial School,4
06082,Henry Barnard School,4
06082,John F. Kennedy Middle School,4
06082,Nathan Hale School,4
06082,Prudence Crandall School,4
06082,St. Martha School,4
06082,St. Adalbert School,Enfield
06082,Enfield Montessori School,5
06082,St Bernard School,5
06082,Crec - Public Safety Academy Interdistrict Magnet,2
06082,Enfield Transitional Learning Academy,Enfield
06040,Howell Cheney Technical High School,4
06040,Odyssey Community School,4
06040,Bowers School,3
06040,Buckley School,5
06040,Highland Park School,5
06040,Illing Middle School,2
06040,Keeney School,4
06040,Manchester High School,3
06040,Martin School,4
06040,Nathan Hale School,5
06040,Manchester Regional Academy,3
06040,Robertson School,4
06040,Verplanck School,2
06040,Waddell School,4
06040,Washington School,2
06040,Assumption School,5
06040,St James School,4
06040,Clinical Day School - Manchester Memorial Hospital,4
06040,Elisabeth M. Bennet Academy,4
06040,Manchester Transition Center,Manchester
06106,A. I. Prince Technical High School,4
06106,Renzulli Academy,5
06106,Sanchez School,2
06106,Hartford Transitional Learning Academy (Secondary),Hartford
06106,Batchelder School,1
06106,Burns Latino Studies Academy,2
06106,The Environmental Sciences Magnet School,4
06106,Kinsella Magnet School,3
06106,McDonough School,2
06106,Parkville Community School,1
06106,Expeditionary Learning Academy At Moylan School,3
06106,Dr. Ramon E. Betances Early Reading Lab School,2
06106,Hartford Magnet Trinity College Academy,3
06106,K12 International Academy ,CT
06106,Shiloh Christian Academy,Hartford
06106,Montessori Magnet School,4
06106,Sts. Cyril & Methodius School,Hartford
06106,The Keystone School,CT
06106,Greater Hartford Academy Of  The Arts - Full Time,4
06106,Birth To Three Program,CT
06106,Academy Of Aerospace And Engineering,5
06106,River Street Early Learning Center (Site 2),Hartford
06106,Montessori Magnet @ Moylan and McDonough,Hartford
06066,Center Road School,4
06066,Lake Street School,4
06066,Maple Street School,4
06066,Northeast School,5
06066,Rockville High School,4
06066,Skinner Road School,4
06066,Vernon Center Middle School,4
06066,St Joseph School,5
06066,St. Bernard School,CT
06066,Preschool of the Arts,CT
06066,Next Step Program (Aacbp),Vernon
06489,Derynoski Elementary School,6
06489,Flanders School,6
06489,Hatton School,6
06489,Joseph A. Depaolo Middle School,6
06489,Southington High School,8
06489,Thalberg School,6
06489,Urbin T. Kelley School,7
06489,St. Thomas School,5
06489,St Dominic School,5
06489,Central Christian Academy,3
06111,Elizabeth Green School,5
06111,John Paterson School,5
06111,Martin Kellogg Middle School,5
06111,Newington High School,6
06111,Anna Reynolds School,6
06111,Ruth Chaffee School,4
06111,John Wallace Middle School,5
06111,St. Mary School,5
06111,Emmanuel Christian Academy,4
06111,Cedarcrest Regional Hosp - Blue Hills Hosp. Substa,CT
06033,Glastonbury East Hartford Elementary Magnet School,4
06033,Gideon Welles School,9
06033,Buttonball Lane School,8
06033,Eastbury School,9
06033,Smith Middle School,7
06033,Glastonbury High School,9
06033,Hebron Avenue School,9
06033,Hopewell School,8
06033,Naubuc School,6
06095,Clover Street School,5
06095,John F. Kennedy School,4
06095,Oliver Ellsworth School,4
06095,Poquonock Elementary School,4
06095,Sage Park Middle School,5
06095,Windsor High School,5
06095,St Gabriel School,4
06095,Praise Power & Prayer Christian School,4
06095,The Loomis Chaffee School,Windsor
06095,Trinity Christian School,4
06095,Madina Academy,4
06095,Integrated Program Models,Windsor
06095,River Street School,Windsor
06109,Alfred W. Hanmer School,7
06109,Charles Wright School,6
06109,Emerson-Williams School,6
06109,Highcrest School,7
06109,Samuel B. Webb Elementary School,6
06109,Silas Deane Middle School,6
06109,Wethersfield High School,7
06109,Corpus Christi School,4
06109,Soundbridge,Wethersfield
06118,Pathways Academy of Technology and Design,5
06118,Dr. Thomas S. O'connell School,3
06118,East Hartford High School,4
06118,Governor William Pitkin School,4
06118,Hockanum School,4
06118,Joseph O. Goodwin School,4
06118,Silver Lane School,2
06118,Connecticut River Academy,2
06118,St Christopher School,3
06118,Sunset Ridge School,3
06118,Connecticut Ib Academy,9
06118,Stevens Alternate High School,East Hartford
06105,Hphs Law And Government Academy,1
06105,Hphs Freshmen Academy,Hartford
06105,Hartford Public High School,Hartford
06105,Hphs Academy Of Engineering And Green Technology,1
06105,Hphs Nursing Academy,1
06105,Noah Webster Micro Society School,5
06105,West Middle School,1
06105,Opportunity High School,Hartford
06105,Watkinson School,4
06105,Gray Lodge School,Hartford
06105,Covenant Prep School,5
06105,Classical Magnet School,3
06105,Charter School for Young Children on Asylum Hill I,CT
06105,Museum Academy,4
06105,Eagle House Educational Program,Hartford
06042,East Catholic High School,4
06042,St Bridget School,4
06042,Summit School/New Hope Manor,4
06042,The Cornerstone Christian School,5
06074,Wapping Elementary School,7
06074,Philip R. Smith School,7
06074,Eli Terry School,7
06074,Orchard Hill School,7
06074,Pleasant Valley School,7
06074,South Windsor High School,8
06074,Timothy Edwards School,8
06074,Charter Oak School,South Windsor
06074,Truth Baptist Academy,CT
06074,Central CT Adventist Virtual School,CT
06074,Charter Oak Education,CT
06074,Project Worth Young Adult Academy,CT
06114,Dr. Joseph Bellizzi Middle School,4
06114,Bulkeley High School Lower School,3
06114,Burr School,1
06114,Asian Studies School At Dwight/Belizzi School,1
06114,M. D. Fox Compact School,3
06114,Kennelly School,2
06114,Dr. James H Naylor/Ccsu Leadership Academy,2
06114,Bulkeley High School Upper School,1
06114,St Augustine School,3
06114,Hartford Christian School,CT
06114,The Grace S Webb School,3
06002,Bloomfield High School,4
06002,J. P. Vincent School,4
06002,Laurel School,Bloomfield
06002,Metacomet School,3
06002,Carmen Arace Middle School,4
06002,Metropolitan Learning Center,3
06002,The Bess & Paul Sigel Hebrew Academy,Bloomfield
06002,The First Academy,CT
06002,Oakbridge School,Bloomfield
06002,Carmen Arace Intermediate School,5
06002,The Big Picture High School,5
06108,John J. Allison Polaris Center,East Hartford
06108,Anna E. Norris School,2
06108,Dr. Franklin H. Mayberry School,2
06108,Dr. John A. Langford School,2
06108,East Hartford Middle School,3
06108,Woodland School,East Hartford
06108,Robert J. O'brien School,2
06108,St. Rose School,East Hartford
06108,Two Rivers Middle Magnet School,5
06108,New Testament Baptist Church School,5
06108,International Magnet School For Global Citizenship,4
06108,Lincoln Academy Regional Interdistrict Collaborati,East Hartford
06067,Albert D. Griswold Middle School,6
06067,Dr. Oran A. Moser School,Rocky Hill
06067,Myrtle H. Stevens School,6
06067,Rocky Hill High School,7
06067,West Hill School,7
06032,Farmington High School,8
06032,Irving A. Robbins Middle School,8
06032,Noah Wallace School,8
06032,East Farms School,9
06032,Miss Porter's School,4
06032,West Woods Upper Elementary School,8
06062,Middle School Of Plainville,5
06062,Frank T. Wheeler School,5
06062,Linden Street School,4
06062,Louis Toffolon School,6
06062,Plainville High School,5
06062,Penny's Playground of Learning,Plainville
06062,NW Village School-Wheeler Clinic,Plainville
06037,Berlin High School,7
06037,Catherine M. Mcgee Middle School,6
06037,Emma Hart Willard School,6
06037,Mary E. Griswold School,6
06037,St Paul School,4
06037,Mooreland Hill School,5
06001,Pine Grove School,7
06001,Avon High School,10
06001,Avon Middle School,9
06001,Roaring Brook School,8
06001,Talcott Mountain Academy Of Science Mathematics,5
06001,Thompson Brook School,8
06001,Farmington Valley Academy Montessori,Avon
06001,Avon Old Farms School,5
06001,Farmington Valley Regional Diagnostic Center,Avon
06001,Reggio Magnet School Of The Arts,5
06107,Braeburn School,7
06107,Conard High School,9
06107,Duffy School,7
06107,Sedgwick Middle School,5
06107,American School For The Deaf,5
06107,Ben Bronz Academy,4
06107,Hartford Christian Academy,4
06107,Solomon Schechter Day School,5
06107,Montessori School Greater Hartford,West Hartford
06119,Morley School,7
06119,Whiting Lane School,8
06119,Smith School,5
06119,St Thomas The Apostle,4
06119,Kingswood Oxford School,5
06119,Bristow Middle School,9
06029,Center School,6
06029,Crystal Lake School,4
06029,Ellington High School,7
06029,Ellington Middle School,6
06029,Windermere School,7
06029,Windermere Intermediate School,6
06070,Central School,9
06070,Henry James Memorial School,8
06070,Simsbury High School,9
06070,Squadron Line School,8
06070,St Mary's School,4
06070,Ethel Walker School,4
06070,Westminster School,3
06070,The Cobb School Montessori,5
06117,Aiken School,7
06117,Bugbee School,9
06117,Hall High School,9
06117,King Philip Middle School,7
06117,Norfeldt School,7
06117,Webster Hill School,5
06117,St. Timothy Middle School,5
06117,Northwest Catholic High School,4
06117,Renbrook School,West Hartford
06117,Hebrew High School Of New England,4
06117,University Of Hartford Multiple Intelligences Magn,6
06117,Intensive Education Academy In,4
06117,Gengras Center/St Joseph College,West Hartford
06117,Achieve,West Hartford
06117,Waave (W Hartford Applied Academic/Voc'l Experienc,West Hartford
06117,Strive,West Hartford
06416,Cromwell High School,6
06416,Edna C. Stevens School,4
06416,Cromwell Middle School,6
06416,The Learning Center,Cromwell
06416,Woodside Intermediate School,4
06413,Abraham Pierson School,5
06413,Lewin G. Joel Jr. School,4
06413,Jared Eliot School,6
06413,The Morgan School,4
06096,North Street School,5
06096,South Elementary School,4
06096,Windsor Locks High School,4
06096,Windsor Locks Middle School,4
