Zip,School,Rating
97405,Charlemagne At Fox Hollow Elementary School,4
97405,Eugene Christian School,5
97405,Oak Hill School,4
97405,Ridgeline Montessori,8
97405,Village School,7
97405,Far Horizons Montessori School,4
97405,Network Charter School,2
97405,Eugene Waldorf School,5
97405,Arts And Technology Academy At Jefferson,6
97405,Eugene Sudbury School,5
97477,Brattain Elementary School,5
97477,Centennial Elementary School,7
97477,Elizabeth Page Elementary School,3
97477,Guy Lee Elementary School,4
97477,Maple Elementary School,5
97477,Moffitt Elementary School,5
97477,Yolanda Elementary School,3
97477,Briggs Middle School,4
97477,Hamlin Middle School,2
97477,Springfield High School,3
97477,Gateways High School,1
97477,Academy Of Arts And Academics,5
97478,Douglas Gardens Elementary School,7
97478,Mt Vernon Elementary School,4
97478,Thurston Elementary School,7
97478,Walterville Elementary School,5
97478,Thurston Middle School,5
97478,Thurston High School,4
97478,Riverbend Elementary School,3
97478,Agnes Stewart Middle School,4
97478,Ridgeview Elementary School,6
97404,Irving Elementary School,7
97404,Awbrey Park Elementary School,5
97404,Howard Elementary School,3
97404,River Road/El Camino Del Rio Elementary School,3
97404,Spring Creek Elementary School,4
97404,Kelly Middle School,4
97404,Madison Middle School,5
97404,North Eugene High School,6
97404,Yujin Gakuen Elementary School,4
97404,Corridor Elementary School,4
97404,Nature Discovery School,4
97404,Drinking Gourd Elementary ,5
97439,Siuslaw Middle School,4
97439,Siuslaw Elementary School,5
97439,Siuslaw High School,5
97424,Bohemia Elementary School,6
97424,Harrison Elementary School,4
97424,Latham Elementary School,4
97424,London School,6
97424,Lincoln Middle School,4
97424,Cottage Grove High School,8
97424,Al Kennedy Alternative High School,5
97424,Academy For Character Education,7
97448,Territorial Elementary School,7
97448,Laurel Elementary School,4
97448,Oaklea Middle School,4
97448,Junction City High School,8
97448,Christ's Center School,5
97426,Creslane Elementary School,5
97426,Creswell Middle School,6
97426,Creswell High School,5
97426,Creswell Christian School,5
97487,Veneta Elementary School,6
42420,Bend Gate Elementary School,6
42420,Cairo Elementary School,6
42420,East Heights Elementary School,5
42420,Henderson County High School,6
42420,Henderson County North Middle School,6
42420,Niagara Elementary School,6
42420,South Heights Elementary School,7
42420,Henderson County South Middle School,7
42420,Jefferson Elementary School,6
42420,Central Learning Center Alternative School,5
42420,Holy Name Elementary School,5
47714,Benjamin Bosse High School,4
47714,Dexter Elementary School,3
47714,Fairlawn Elementary School,4
47714,Harper Elementary School,3
47714,Hebron Elementary School,2
47714,Lodge Community School,5
47714,Mcgary Middle School,4
47714,Washington Middle School,4
47714,Reitz Memorial High School,5
47714,St Benedict Cathedral School,4
47714,Christ The King School,5
47714,Evansville Christian School,5
47714,Montessori Academy,4
47630,Castle High School,4
47630,Castle North Middle School,4
47630,John High Castle Elementary School,3
47630,Newburgh Elementary School,4
47630,Yankeetown Elementary School,7
47630,Sharon Elementary School,8
47630,Saint John The Baptist School,4
47630,Castle South Middle School,4
47715,Caze Elementary School,5
47715,Plaza Park International Prep Academy,4
47715,Stockwell Elementary School,3
47715,William Henry Harrison High School,3
47715,Holy Rosary School,5
47715,Good Shepherd School,5
47715,Evansville Day School,4
47711,Delaware Elementary School,4
47711,Evans School,4
47711,Stringtown Elementary School,4
47711,Vogel Elementary School,5
47711,Evansville Lutheran School,4
47711,Joshua Academy,4
47711,New Tech Institute,5
47712,Francis Joseph Reitz High School,4
47712,Helfrich Park Stem Academy,5
47712,Perry Heights Middle School,4
47712,Tekoppel Elementary School,5
47712,West Terrace Elementary School,5
47712,Daniel Wertz Elementary School,5
47712,Corpus Christi School,5
47712,Westside Catholic School,4
47710,Cedar Hall Community School,5
47710,Central High School,4
47710,Highland Elementary School,5
47710,Thompkins Middle School,4
47710,Holy Redeemer School,5
47725,North High School,4
47725,Scott Elementary School,5
47725,North Junior High School,4
47720,Cynthia Heights Elementary School,5
47720,Resurrection Elementary School,5
47720,Mater Dei High School,5
47601,Boonville High School,5
47601,Boonville Middle School,5
47601,Loge Elementary School,4
47601,Oakdale Elementary School,5
47620,Farmersville Elementary School,5
47620,Marrs Elementary School,4
47620,Mount Vernon High School,4
47620,Mount Vernon Jr High School,5
47620,West Elementary School,5
47620,St Philip School,5
47620,St Matthew School,5
47713,Glenwood Leadership Academy,2
47713,Lincoln School,5
28314,Anne Chesnutt Middle,4
28314,Montclair Elementary,4
28314,Bill Hefner Elementary,6
28314,E E Miller Elementary,7
28314,Berean Baptist Academy,4
28314,Lake Rim Elementary,4
28306,Stoney Point Elementary,8
28306,Elizabeth M Cashwell Elementary School,5
28306,Cumberland Mills Elementary School,7
28306,Cumberland Road Elementary,5
28306,Alderman Road Elementary,6
28306,Massey Hill Classical High School,8
28306,E Melvin Honeycutt Elementary School,7
28306,Liberty Christian Academy,4
28306,Jack Britt High School,8
28306,Howard Health & Life Sciences High School,9
28306,New Century International Elementary,5
28306,New Century International Middle School,4
28306,Freedom Christian Academy,5
28311,College Lakes Elementary,6
28311,Long Hill Elementary,8
28311,Pine Forest Middle,8
28311,Pine Forest High,4
28311,Warrenwood Elementary,5
28311,Howard L Hall Elementary,7
28311,Northwood Temple Academy,4
28311,Northview Baptist Academy,4
28311,Trinity Christian School,3
28376,Rockfish Hoke Elementary,6
28376,Upchurch Elementary,4
28376,Hoke County High,4
28376,J W Mclauchlin Elementary,7
28376,West Hoke Middle,3
28376,Scurlock Elementary,3
28376,East Hoke Middle,4
28376,West Hoke Elementary,6
28376,J W Turlington School,1
28376,Sandhoke Early College High School,8
28376,Rockfish Christian Academy,4
28376,Don D Steed Elementary,6
28304,Ashley Elementary,3
28304,Brentwood Elementary,5
28304,Douglas Byrd Middle,3
28304,Douglas Byrd High,4
28304,Cliffdale Elementary,2
28304,J W Coon Elementary,4
28304,Lewis Chapel Middle,2
28304,Mary Mcarthur Elementary,4
28304,Seventy-First High,2
28304,Sherwood Park Elementary,4
28304,William H Owen Elementary,4
28304,Seventy-First Classical Middle School,10
28304,Loyd E Auman Elementary,4
28304,Glendale Acres Elementary,4
28304,St. Patrick Catholic School,3
28304,Fayetteville Christian School,5
28304,John R Griffin Middle,9
28304,Ireland Drive Middle,2
28348,Hope Mills Middle,4
28348,Ed V Baldwin Elementary,3
28348,Rockfish Elementary,7
28348,South View Middle,4
28348,South View High,3
28348,C Wayne Collier Elementary,4
28348,Gallberry Farm Elementary,5
28348,Gray's Creek Middle,6
28348,Gray's Creek High School,3
28348,Gray's Creek Elementary,7
28348,Flaming Sword Christian Academy,5
28303,Morganton Road Elementary,4
28303,Ponderosa Elementary,6
28303,Benjamin J Martin Elementary School,5
28303,Westover Middle,5
28303,Westover High,1
28303,Terry Sanford High,4
28303,Vanstory Hills Elementary,6
28303,Fayetteville Academy,4
28303,Bal-Perazim Christian Academy,5
28303,Cornerstone Christian Academy,5
28303,Village Christian Academy,4
28303,Fuller Performance Learning Center,5
28303,Cumberland International Early College High School,8
28303,First Impressions Academy,5
28312,Eastover Central Elementary,8
28312,Sunnyside Elementary,4
28312,Mac Williams Middle,6
28312,Armstrong Elementary,8
28301,Cape Fear High,5
28301,J W Seabrook Elementary,8
28301,Westarea Elementary,5
28301,Pauline Jones Alternative Middle School,4
28301,Luther Nick Jeralds Middle,2
28301,E E Smith High,3
28301,Ferguson-Easley Elementary,2
28301,Lucile Souders Elementary,3
28301,Pauline Jones Elementary,5
28301,Reid Ross Classical,8
28301,Teresa C Berrien Elementary,4
28301,Ramsey Street Alternative High School,2
28301,St. Ann Catholic School,3
28301,Abney Chapel Christian School,5
28301,Cross Creek Early College,9
28301,Reid Ross Classical Middle School,6
28301,The Capitol Encore Academy,3
28305,Alma O Easom Elementary,4
28305,R Max Abbott Middle,5
28305,Margaret Willis Elementary,4
28305,Alpha Academy,7
72712,Bentonville High School,9
72712,Washington Junior High School,7
72712,R.E. Baker Elementary School,7
72712,Thomas Jefferson Elementary School,9
72712,Ardis Ann Middle School,7
72712,Elm Tree Elementary School,8
72712,Old High Middle School,8
72712,Sugar Creek Elementary School,8
72712,Apple Glen Elementary School,6
72712,Bentonville Adventist School,5
72712,Lincoln Junior High School,10
72712,Haas Hall Academy - Bentonville,10
72712,Walnut Farm Montessori School,5
72712,Mary Mae Jones Elementary School,7
72712,Central Park At Morning Star,9
72712,Ruth Barker Middle School,8
72712,Willowbrook ElementarySchool,10
72712,J. William Fulbright Junior High School,10
72701,Asbell Elementary School,4
72701,Fayetteville High School East,8
72701,Happy Hollow Elementary School,7
72701,Ramay Junior High School,5
72701,Root Elementary School,9
72701,Washington Elementary School,5
72701,St Joseph Catholic School,5
72764,Harp Elementary School,5
72764,George Elementary School,6
72764,J. O. Kelly Middle School,5
72764,Elmdale Elementary School,4
72764,Jones Elementary School,4
72764,Robert E. Lee Elementary School,2
72764,Springdale High School,5
72764,Parson  Hills Elementary School,3
72764,Bayyari Elementary School,4
72764,George Junior High School,2
72764,Turnbow Elementary School,4
72764,Monitor Elementary School,4
72764,Willis Shaw Elementary School,7
72764,Sonora Elementary School,5
72756,Frank Tillery Elementary School,6
72756,Joe Mathias Elementary School,5
72756,Kirksey Middle School,8
72756,Lingle Middle School,6
72756,Bellview Elementary School,9
72756,Eastside Elementary School,7
72756,Elmwood Middle School,7
72756,Northside Elementary School,6
72756,Oakdale Middle School,6
72756,Westside Elementary School,6
72756,Grace Hill Elementary School,4
72756,Bonnie Grimes Elementary School,7
72756,Reagan Elementary School,7
72756,Jones Elementary School,8
72756,Old Wire Elementary School,7
72756,Rogers Heritage High School,5
72756,Arkansas Arts Academy High,10
72703,Vandergriff Elementary School,9
72703,Butterfield Elementary School,8
72703,Woodland Junior High School,8
72703,Fayettville Christian School,3
72703,Montessori School,3
72703,Mcnair Middle School,8
72703,Haas Hall Academy - Fayetteville,10
72758,Rogers High School,8
72758,St Vincent De Paul School,5
72758,Arkansas Arts Academy,7
72758,Providence Classical Christian Academy,5
72758,First Baptist Christian School,5
72762,Helen Tyson Middle School,5
72762,Central Junior High School,6
72762,Southwest Junior High School,7
72762,John Tyson Elementary School,6
72762,Westwood Elementary School,5
72762,Thurman G. Smith Elementary School,4
72762,Walker Elementary School,7
72762,Bernice Young Elementary School,9
72762,Har-Ber High School,8
72762,Hellstern Middle School,7
72762,Hunt Elementary School,9
72704,Holcomb Elementary School,6
72704,Holt Middle School,6
72704,Owl Creek School,6
72761,Siloam Springs High School,6
72761,Siloam Springs Middle School,5
72761,Southside Elementary School,4
72761,Delbert Pete & Pat Allen Elementary School,5
72714,Cooper Elementary School,9
72719,Life Way Christian School,3
72719,Centerton Gamble Elementary,7
72745,Lowell Elementary School,9
72745,Elza R. Tucker Elementary School,7
72745,Grace Lutheran School,5
72740,Watson Primary School,5
72740,Huntsville High School,6
72740,Huntsville Middle School,5
72740,Huntsville Intermediate School,4
72730,George R Ledbetter Intermediate School,6
72730,Farmington High School,9
72730,Randall G. Lynch Middle School,6
72730,Jerry Pop Williams Elementary School,8
72730,Bob Folsom Elementary School,5
72753,Prairie Grove Elementary School,5
72753,Prairie Grove High School,8
72753,Prairie Grove Middle School,7
72753,Prairie Grove Intermediate School,5
72751,Pea Ridge Intermediate School,6
72751,Pea Ridge High School,7
72751,Pea Ridge Middle School,5
72732,Garfield Elementary School,8
48439,Woodland Park Academy,3
48439,Grand Blanc Academy,3
48439,Grand Blanc Community High School,4
48439,Indian Hill Elementary School,5
48439,Myers Elementary School,4
48439,Mcgrath Elementary School,4
48439,Reid Elementary School,6
48439,Holy Family School,4
48439,City School,4
48439,Lillian G. Mason Elementary School,4
48439,Brendel Elementary School,5
48439,Grand Blanc Middle School East,4
48439,Grand Blanc Middle School West,4
48430,Tomek-Eastern Elementary School,5
48430,Andrew G. Schmidt Middle School,5
48430,North Road Elementary School,4
48430,State Road Elementary School,5
48430,Fenton Senior High School,3
48430,Torrey Hill Intermediate School,3
48430,St John The Evangelist Catholic School,3
48430,Lake Fenton Middle School,5
48423,Hahn Intermediate School,7
48423,Davison High School,5
48423,Davison Middle School,4
48423,Hill Elementary School,5
48423,Siple Elementary School,5
48423,Gates Elementary School,4
48423,Central Elementary School,5
48423,Faith Baptist School,5
48423,Waterbrook Christian Academy,5
48507,Carman-Ainsworth Middle School,4
48507,Freeman School,5
48507,Neithercut Elementary School,4
48507,Southwestern Academy,4
48507,Madison Academy Elementary/Middle School,4
48507,Genesee Early College,3
48507,WAY Academy-Flint,5
48433,Central Elementary School,6
48433,Elms Elementary,5
48433,Flushing High School,4
48433,Flushing Middle School,4
48433,Seymour Elementary School,4
48433,Springview Elementary School,5
48433,St Robert Bellarmine Catholic School,3
48506,Potter School,5
48506,Kate Dowdall Elementary School,5
48506,Leota Fiedler Elementary School,5
48506,Kearsley High School,4
48506,Armstrong Middle School,4
48506,Holy Rosary Catholic School,5
48506,Richfield Public School Academy,3
48504,Linden Charter Academy,3
48504,Durant Tuuri Mott School,5
48504,Hamady Middle School,1
48504,Colonel Donald Mcmonagle Elementary School,3
48504,Hamady Community High School,3
48504,St John Vianney Catholic School,4
48504,Holmes STEM Academy,1
48503,International Academy of Flint (K-12),3
48503,Mott Middle College High School,4
48503,Eisenhower School,4
48503,Pierce School,4
48503,Doyle/Ryder School,4
48503,Genesee STEM Academy,2
48420,A.C. Edgerton Elementary School,5
48420,Clio Area High School,4
48420,George A. Lacure Elem. School,4
48420,George R. Carter Middle School,5
